rxnid,Reactant1,Reactant2,Product,Additive,Solvent,Yield
train10254,Cc1cn[nH]c1,Cc1ccc(Br)cc1[N+](=O)[O-],Cc1cnn(-c2ccc(C)c([N+](=O)[O-])c2)c1,O=C([O-])[O-].ON=Cc1ccccc1O.[Cs+].[Cs+].[Cu+2].[O-2],CC#N,0.6
train10255,COc1ccc2c(c1)[nH]c1cc(OC)ccc12,O=Cc1ccc(Br)cc1,COc1ccc2c3ccc(OC)cc3n(-c3ccc(C=O)cc3)c2c1,CC(=O)[O-].CC(=O)[O-].CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C([O-])[O-].[K+].[K+].[Pd+2],CC1(C)C=CC=CC1,0.42
train10256,CC(=O)N[C@@H](CCN1C2CCC1CC(n1c(C)nc3c1CCNC3)C2)c1cccc(F)c1,Clc1cc(Cl)ncn1,CC(=O)N[C@@H](CCN1C2CCC1CC(n1c(C)nc3c1CCN(c1cc(Cl)ncn1)C3)C2)c1cccc(F)c1,CCN(CC)CC,CCCCO,0.8
train10257,CC(=O)N[C@@H](CCN1C2CCC1CC(n1c(C)nc3c1CCNC3)C2)c1cccc(F)c1,Clc1nccnc1Cl,CC(=O)N[C@@H](CCN1C2CCC1CC(n1c(C)nc3c1CCN(c1nccnc1Cl)C3)C2)c1cccc(F)c1,CCN(C(C)C)C(C)C,CCCCO,0.74
train10258,C#CCNCC#C,CN(C)c1ccc(-c2nc(F)nc(F)n2)cc1,C#CCN(CC#C)c1nc(F)nc(-c2ccc(N(C)C)cc2)n1,CCN(C(C)C)C(C)C,CC#N,0.73
train10259,C#CCNCC#C,Cn1cc(-c2nc(F)nc(F)n2)c2ccccc21,C#CCN(CC#C)c1nc(F)nc(-c2cn(C)c3ccccc23)n1,CCN(C(C)C)C(C)C,CC#N,0.87
train10260,OC[C@@H]1CCCN1,Clc1ncnc(Cl)c1-n1cccc1,OC[C@@H]1CCCN1c1ncnc(Cl)c1-n1cccc1,CCN(CC)CC,CCCCO,0.93
train10261,C1COCCN1,Clc1cc(Cl)nc(NCc2ccccn2)n1,Clc1cc(N2CCOCC2)nc(NCc2ccccn2)n1,CCN(C(C)C)C(C)C,C1COCCO1,0.83
train10262,C1COCCN1,Clc1cc(Cl)nc(NCc2cccnc2)n1,Clc1cc(N2CCOCC2)nc(NCc2cccnc2)n1,CCN(C(C)C)C(C)C,C1COCCO1,0.33
train10263,C1COCCN1,Clc1cc(Cl)nc(NCc2ccncc2)n1,Clc1cc(N2CCOCC2)nc(NCc2ccncc2)n1,CCN(C(C)C)C(C)C,C1COCCO1,0.51
train10264,C1COCCN1,Clc1cc(Cl)nc(NCCc2ccccn2)n1,Clc1cc(N2CCOCC2)nc(NCCc2ccccn2)n1,CCN(C(C)C)C(C)C,C1COCCO1,0.58
train10265,C1COCCN1,Clc1cc(Cl)nc(NCCc2cccnc2)n1,Clc1cc(N2CCOCC2)nc(NCCc2cccnc2)n1,CCN(C(C)C)C(C)C,C1COCCO1,0.5
train10266,C1COCCN1,Clc1cc(Cl)nc(NCCc2ccncc2)n1,Clc1cc(N2CCOCC2)nc(NCCc2ccncc2)n1,CCN(C(C)C)C(C)C,C1COCCO1,0.39
train10267,O=c1cc(-c2ccc(F)cc2)cc[nH]1,Brc1ccc(OCc2ccccc2)cc1,O=c1cc(-c2ccc(F)cc2)ccn1-c1ccc(OCc2ccccc2)cc1,O=C([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+],CN(C)C=O,0.78
train10268,c1cn[nH]c1,Ic1ccncc1,c1cnn(-c2ccncc2)c1,O=C([O-])[O-].[Cs+].[Cs+].[Cu+].[Cu+].[O-2],CS(C)=O,0.83
train10269,CCNCC,Clc1ncnc2c1ncn2Cc1ccccc1,CCN(CC)c1ncnc2c1ncn2Cc1ccccc1,O=C([O-])[O-].[K+].[K+],CC#N,0.97
train10270,O=C1CCCN1,Clc1ncccn1,O=C1CCCN1c1ncccn1,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd],C1COCCO1,0.93
train10271,CNC(C)=O,Clc1ncccn1,CC(=O)N(C)c1ncccn1,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd],C1COCCO1,0.38
train10272,CNC(=O)c1ccccc1,Clc1ncccn1,CN(C(=O)c1ccccc1)c1ncccn1,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd],C1COCCO1,0.32
train10273,CNC(=O)c1ccccc1,Clc1ncccn1,CN(C(=O)c1ccccc1)c1ncccn1,[H-].[Na+],C1CCOC1.C1CCOC1,0.75
train10274,c1cn[nH]c1,Fc1ccccc1,c1ccc(-n2cccn2)cc1,[K+].[OH-],CS(C)=O,0.52
train10275,C1CN=C2NCCCN2C1,Brc1ccccn1,c1ccc(N2CCCN3CCCN=C32)nc1,CC(=O)[O-].CC(=O)[O-].CC(C)(C)[O-].[K+].[Pd+2].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1.Cc1ccccc1,0.9
train10276,c1ccc2[nH]ccc2c1,COc1cccc(Br)c1,COc1cccc(-n2ccc3ccccc32)c1,COC(=O)c1c(O)[n+]([O-])c2ccccc2[n+]1[O-].O=C([O-])[O-].[Cs+].[Cs+].[Cu+2].[I-].[I-],CN(C)C=O,0.92
train10277,c1cnc2[nH]ccc2c1,COc1ccc(I)cc1,COc1ccc(-n2ccc3cccnc32)cc1,Cc1ccc2cccc(O)c2n1.O=C([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+],CS(C)=O,0.97
train10278,c1cnc2[nH]ccc2c1,COc1ccc(I)cc1,COc1ccc(-n2ccc3cccnc32)cc1,N[C@@H]1CCCC[C@H]1N.O=P([O-])([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+].[K+],C1COCCO1,0.68
train10279,c1cnc2[nH]ccc2c1,COc1ccc(I)cc1,COc1ccc(-n2ccc3cccnc32)cc1,O=P([O-])([O-])[O-].[Cu].[K+].[K+].[K+],CS(C)=O,0.83
train10280,OCCCN1CCNCC1,Clc1ccc(Cl)nn1,OCCCN1CCN(c2ccc(Cl)nn2)CC1,O=C([O-])[O-].[Na+].[Na+],CC(=O)N(C)C,0.508
train10281,COc1ccc2ccccc2c1Nc1ccccc1,Nc1ccc(Br)cc1,COc1ccc2ccccc2c1N(c1ccccc1)c1ccc(N)cc1,O=C([O-])[O-].[Cl-].[Cl-].[Cu+2].[K+].[K+],Clc1ccccc1Cl,0.71
train10282,CCCCCCNCCCCCC,Nc1nc(N)nc(Cl)n1,CCCCCCN(CCCCCC)c1nc(N)nc(N)n1,O=C([O-])O.[Na+],CN(C)C=O,0.72
train10283,CC(C)(C)OC(=O)N1CCNCC1,Nc1nc(Cl)c(N)c(Cl)n1,CC(C)(C)OC(=O)N1CCN(c2nc(N)nc(Cl)c2N)CC1,CCN(C(C)C)C(C)C,C1COCCO1,0.94
train10284,c1ccc(Nc2cccc3ccccc23)cc1,CCCCn1c2ccc(Br)cc2c2nc3ccccc3nc21,CCCCn1c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2c2nc3ccccc3nc21,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd],Cc1ccccc1,0.81
train10285,c1ccc(Nc2c3ccccc3cc3ccccc23)cc1,CCCCn1c2ccc(Br)cc2c2nc3ccccc3nc21,CCCCn1c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)cc2c2nc3ccccc3nc21,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd],Cc1ccccc1,0.76
train10286,c1ccc(Nc2ccccc2)cc1,CCCCn1c2ccc(Br)cc2c2nc3ccccc3nc21,CCCCn1c2ccc(N(c3ccccc3)c3ccccc3)cc2c2nc3ccccc3nc21,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Na+].[Pd],Cc1ccccc1,0.72
train10287,CNC,Cc1cn([C@@H]2O[C@H](CNc3cc(Cl)ncn3)[C@H]3OC(C)(C)O[C@H]32)c(=O)[nH]c1=O,Cc1cn([C@@H]2O[C@H](CNc3cc(N(C)C)ncn3)[C@H]3OC(C)(C)O[C@H]32)c(=O)[nH]c1=O,CCN(C(C)C)C(C)C,CC1(C)C=CC=CC1,0.94
train10288,COC(=O)c1c[nH]cn1,Cn1nccc1I,COC(=O)c1cn(-c2ccnn2C)cn1,O=C([O-])[O-].[Cs+].[Cs+],CN(C)C=O,0.22
train10289,Brc1nnc(Br)[nH]1,Ic1ccccc1,Brc1nnc(Br)n1-c1ccccc1,C1COCCOCCOCCOCCOCCO1.O=C([O-])[O-].[Cu].[K+].[K+],Clc1ccccc1Cl,0.6216
train10290,C1CCNCC1,CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1Cl,CCCC(C(=O)OC)c1c(C)nc(N2CCCCC2)nc1N1CCCCC1,O=C([O-])[O-].[K+].[K+],CC#N,0.46
train10291,CC1CCCNC1,CCCC(C(=O)OC)c1c(C)nc(Cl)nc1-c1ccc(C)cc1,CCCC(C(=O)OC)c1c(C)nc(N2CCCC(C)C2)nc1-c1ccc(C)cc1,CCN(CC)CC,C1CCOC1.CN(C)C=O,0.57
train10292,CN1CCNCC1,CCCC(C(=O)OC)c1c(C)nc(-c2ccccc2)nc1Cl,CCCC(C(=O)OC)c1c(C)nc(-c2ccccc2)nc1N1CCN(C)CC1,CCN(CC)CC,C1CCOC1,0.63
train10293,c1ccc2c(c1)CCNC2,CCCC(C(=O)OC)c1c(C)nc(-c2ccccc2)nc1Cl,CCCC(C(=O)OC)c1c(C)nc(-c2ccccc2)nc1N1CCc2ccccc2C1,CCN(CC)CC,C1CCOC1,0.93
train10294,CN(C)[C@H]1CCNC1,CCCC(C(=O)OC)c1c(C)nc(Cl)nc1-c1ccc(C)cc1,CCCC(C(=O)OC)c1c(C)nc(N2CC[C@H](N(C)C)C2)nc1-c1ccc(C)cc1,CCN(CC)CC,C1CCOC1,0.42
train10295,CCN1CCCNCC1,CCCC(C(=O)OC)c1c(C)nc(Cl)nc1-c1ccc(C)cc1,CCCC(C(=O)OC)c1c(C)nc(N2CCCN(CC)CC2)nc1-c1ccc(C)cc1,CCN(CC)CC,C1CCOC1,0.21
train10296,c1ccc(C2CCCNC2)cc1,CCCC(C(=O)OC)c1c(C)nc(Cl)nc1-c1ccc(C)cc1,CCCC(C(=O)OC)c1c(C)nc(N2CCCC(c3ccccc3)C2)nc1-c1ccc(C)cc1,CCN(CC)CC,C1CCOC1,0.33
train10297,O=C(NC1CCNCC1)c1ccccc1,CCCC(C(=O)OC)c1c(C)nc(Cl)nc1-c1ccc(C)cc1,CCCC(C(=O)OC)c1c(C)nc(N2CCC(NC(=O)c3ccccc3)CC2)nc1-c1ccc(C)cc1,CCN(CC)CC,C1CCOC1,0.34
train10298,c1cn[nH]c1,COC(=O)c1ccc(C#N)c(F)c1,COC(=O)c1ccc(C#N)c(-n2cccn2)c1,[H-].[Na+],CN(C)C=O,0.73
train10299,Cn1c(OC2CCNCC2)nc(-c2ccncn2)cc1=O,O=Cc1ccccc1F,Cn1c(OC2CCN(c3ccccc3C=O)CC2)nc(-c2ccncn2)cc1=O,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.52
train10300,Cn1c(OC2CCCNC2)nc(-c2ccncn2)cc1=O,Brc1ccccc1,Cn1c(OC2CCCN(c3ccccc3)C2)nc(-c2ccncn2)cc1=O,O=P([O-])([O-])[O-].[K+].[K+].[K+],COCCOC,0.26
train10301,OC[C@H]1CCNC1,Ic1ccsc1,OC[C@H]1CCN(c2ccsc2)C1,O=C([O-])[O-].[Cs+].[Cs+],CN(C)C=O,0.42
train10302,O=C1NCC(c2ccccc2)O1,Nc1cc(I)ccn1,Nc1cc(N2CC(c3ccccc3)OC2=O)ccn1,CNCCNC.O=C([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+],C1COCCO1,0.77
train10303,C1COCCN1,Cc1cc2cc(Br)ccc2[nH]1,Cc1cc2cc(N3CCOCC3)ccc2[nH]1,CN([SiH](C)C)[Si](C)(C)C.[Li],C1CCOC1,0.95
train10304,CCOC(=O)C1CCNCC1,COc1ccc(Cl)nc1,CCOC(=O)C1CCN(c2ccc(OC)cn2)CC1,CC(C)(C)[O-].[K+],Cc1ccccc1,0.24
train10305,Cc1c[nH]c2ccccc12,Brc1ccccc1,Cc1cn(-c2ccccc2)c2ccccc12,CC(C)(C)[O-].OCn1nnc2ccccc21.[Cu+].[I-].[K+],CS(C)=O,0.83
train10306,Cc1c[nH]c2ccccc12,Brc1ccccc1,Cc1cn(-c2ccccc2)c2ccccc12,O=C([O-])[O-].[Cu].[K+].[K+],CS(C)=O,0.92
train10307,Cc1c[nH]c2ccccc12,Brc1ccccc1,Cc1cn(-c2ccccc2)c2ccccc12,N[C@@H]1CCCC[C@H]1N.O=P([O-])([O-])[O-].[Cu+].[I-].[K+].[K+].[K+],Cc1ccccc1,0.95
train10308,Cc1c[nH]c2ccccc12,Brc1ccccc1,Cc1cn(-c2ccccc2)c2ccccc12,NC1CCCCC1N.O=P([O-])([O-])[O-].[Cu+].[I-].[K+].[K+].[K+],C1COCCO1,0.29
train10309,CNCc1ccc(OC)cc1,O=Cc1ccccc1F,COc1ccc(CN(C)c2ccccc2C=O)cc1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.91
train10310,O=C1NCC(Cn2c3ccc(Br)cc3c3cc(Br)ccc32)O1,Ic1ccccn1,O=C1OC(Cn2c3ccc(Br)cc3c3cc(Br)ccc32)CN1c1ccccn1,O=C([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+],CS(C)=O,0.794
train10311,O=C1NCC(Cn2c3ccc(Br)cc3c3cc(Br)ccc32)O1,Ic1ccncc1,O=C1OC(Cn2c3ccc(Br)cc3c3cc(Br)ccc32)CN1c1ccncc1,O=C([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+],CS(C)=O,0.75
train10312,C1COCCN1,O=[N+]([O-])c1ccc2nc(Cl)sc2c1,O=[N+]([O-])c1ccc2nc(N3CCOCC3)sc2c1,CCN(CC)CC,ClCCl,0.67
train10313,C1COCCN1,O=[N+]([O-])c1ccc2nc(Cl)sc2c1,O=[N+]([O-])c1ccc2nc(N3CCOCC3)sc2c1,[Cl-].[Na+].c1c[nH]cn1,O,0.89
train10314,C1COCCN1,N#Cc1ncc(C(N)=O)nc1Cl,N#Cc1ncc(C(N)=O)nc1N1CCOCC1,CCN(CC)CC,C1CCOC1,0.76
train10315,CN1CCNCC1,N#Cc1ncc(C(N)=O)nc1Cl,CN1CCN(c2nc(C(N)=O)cnc2C#N)CC1,CCN(CC)CC,C1CCOC1,0.76
train10316,CCNCC,N#Cc1ncc(C(N)=O)nc1Cl,CCN(CC)c1nc(C(N)=O)cnc1C#N,CCN(CC)CC,C1CCOC1,0.76
train10317,Cc1cc2ccccc2[nH]1,CC(C)(C)[Si](C)(C)Oc1ccc(I)cc1,Cc1cc2ccccc2n1-c1ccc(O[Si](C)(C)C(C)(C)C)cc1,CNCCNC.O=P([O-])([O-])[O-].[Cu+2].[I-].[I-].[K+].[K+].[K+],Cc1ccccc1,0.68
train10318,COC(=O)c1ccc2cc[nH]c2c1,Ic1ccccc1,COC(=O)c1ccc2ccn(-c3ccccc3)c2c1,O=C([O-])[O-].[Cs+].[Cs+].[Cu+2].[I-].[I-],CN(C)C=O,0.91
train10319,CN1CCNCC1,COC(=O)Cc1ccc2ncc(Br)cc2c1,COC(=O)Cc1ccc2ncc(N3CCN(C)CC3)cc2c1,O=C([O-])[O-].[Cs+].[Cs+].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.56
train10320,c1ccc(COc2ccc(CNn3cncn3)cc2)cc1,N#Cc1ccc(F)cc1-c1ccccc1,N#Cc1ccc(N(Cc2ccc(OCc3ccccc3)cc2)n2cncn2)cc1-c1ccccc1,CC(C)(C)[O-].[K+],CS(C)=O.CS(C)=O,0.79
train10321,CC(C)(C)OC(=O)N[C@H]1CCNC1,N#Cc1sccc1Br,CC(C)(C)OC(=O)N[C@H]1CCN(c2ccsc2C#N)C1,O=C([O-])[O-].[Cs+].[Cs+],Cc1ccccc1,0.6
train10322,CC(C)(C)OC(=O)N[C@H]1CCNC1,N#Cc1ccccc1F,CC(C)(C)OC(=O)N[C@H]1CCN(c2ccccc2C#N)C1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.7
train10323,CC(C)(C)OC(=O)N[C@H]1CCNC1,Cn1c(Cl)c(C#N)c2ccccc21,Cn1c(N2CC[C@H](NC(=O)OC(C)(C)C)C2)c(C#N)c2ccccc21,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.4
train10324,CC(C)(C)OC(=O)N[C@H]1CCNC1,N#Cc1cc2ccccc2nc1Cl,CC(C)(C)OC(=O)N[C@H]1CCN(c2nc3ccccc3cc2C#N)C1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.97
train10325,CC(C)(C)OC(=O)N[C@H]1CCNC1,N#Cc1ccc(-c2ccccc2)cc1F,CC(C)(C)OC(=O)N[C@H]1CCN(c2cc(-c3ccccc3)ccc2C#N)C1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.65
train10326,CC(C)(C)OC(=O)N[C@H]1CCNC1,N#Cc1ccsc1Br,CC(C)(C)OC(=O)N[C@H]1CCN(c2sccc2C#N)C1,O=C([O-])[O-].[Cs+].[Cs+],Cc1ccccc1,0.32
train10327,CC(C)(C)OC(=O)N[C@H]1CCNC1,N#Cc1ccc(N2CCCC2)cc1Br,CC(C)(C)OC(=O)N[C@H]1CCN(c2cc(N3CCCC3)ccc2C#N)C1,O=C([O-])[O-].[Cs+].[Cs+],Cc1ccccc1,0.93
train10328,CC(C)(C)OC(=O)N[C@H]1CCNC1,N#Cc1c(Br)sc2ccccc12,CC(C)(C)OC(=O)N[C@H]1CCN(c2sc3ccccc3c2C#N)C1,O=C([O-])[O-].[Cs+].[Cs+],Cc1ccccc1,1
train10329,CC(C)(C)OC(=O)N[C@H]1CCNC1,N#Cc1c(Cl)n(COCc2ccccc2)c2ccccc12,CC(C)(C)OC(=O)N[C@H]1CCN(c2c(C#N)c3ccccc3n2COCc2ccccc2)C1,O=C([O-])[O-].[K+].[K+],CS(C)=O,0.61
train10330,CC(C)(C)OC(=O)N[C@H]1CCNC1,CCOC(=O)c1cc(C#N)c(Cl)s1,CCOC(=O)c1cc(C#N)c(N2CC[C@H](NC(=O)OC(C)(C)C)C2)s1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.64
train10331,CC(C)(C)OC(=O)N[C@H]1CCNC1,N#Cc1cc(-c2nccs2)ccc1F,CC(C)(C)OC(=O)N[C@H]1CCN(c2ccc(-c3nccs3)cc2C#N)C1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.64
train10332,C1CNCCN1,Cn1c(-c2cccc(Br)n2)nc2ccccc21,Cn1c(-c2cccc(N3CCNCC3)n2)nc2ccccc21,[Cs+].[F-],CC(C)O.CS(C)=O,0.81
train10333,COc1ccc(N2CCNCC2)cc1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCN(c4ccc(OC)cc4)CC3)nc2c1,CCN(C(C)C)C(C)C,CN(C)C=O,0.42
train10334,C1COCCN1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCOCC3)nc2c1,CCN(C(C)C)C(C)C,CN(C)C=O,0.86
train10335,CC1CCCCN1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCCCC3C)nc2c1,CCN(C(C)C)C(C)C,CN(C)C=O,0.36
train10336,c1ccc2c(c1)CCNC2,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCc4ccccc4C3)nc2c1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.7
train10337,CNC(C)C,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N(C)C(C)C)nc2c1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.59
train10338,OC[C@H]1CCCN1,COC(=O)c1ccc2nc(-c3ccccc3)c(Cl)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCC[C@@H]3CO)nc2c1,O=C([O-])[O-].[K+].[K+],CS(C)=O.Cc1ccccc1,0.63
train10339,OC[C@@H]1CCCN1,COC(=O)c1ccc2nc(-c3ccccc3)c(Cl)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCC[C@H]3CO)nc2c1,O=C([O-])[O-].[K+].[K+],CS(C)=O.Cc1ccccc1,0.54
train10340,FC(F)(F)c1ccc(N2CCNCC2)nc1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCN(c4ccc(C(F)(F)F)cn4)CC3)nc2c1,CCN(C(C)C)C(C)C,CN(C)C=O,0.97
train10341,CC(C)(C)OC(=O)N1CCNCC1,Brc1ccccc1,CC(C)(C)OC(=O)N1CCN(c2ccccc2)CC1,CC(=O)[O-].CC(=O)[O-].O=C([O-])[O-].[Cs+].[Cs+].[Pd+2].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Cc1ccccc1,0.65
train10342,CC(C)(C)OC(=O)N1CCNCC1,Brc1ccccc1,CC(C)(C)OC(=O)N1CCN(c2ccccc2)CC1,CC(=O)[O-].CC(=O)[O-].CC(C)(C)[O-].[Na+].[Pd+2].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,C1COCCO1,0.97
train10343,CC(C)(C)OC(=O)N1CCNCC1,Brc1ccccc1,CC(C)(C)OC(=O)N1CCN(c2ccccc2)CC1,CC(C)(C)[O-].[Na+],Cc1ccccc1,0.78
train10344,COc1ccc(C2CCNCC2)cc1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCC(c4ccc(OC)cc4)CC3)nc2c1,CCN(C(C)C)C(C)C,CN(C)C=O,0.63
train10345,COC[C@H]1CCCN1,COC(=O)c1ccc2nc(-c3ccccc3)c(Cl)nc2c1,COC[C@H]1CCCN1c1nc2cc(C(=O)OC)ccc2nc1-c1ccccc1,O=C([O-])[O-].[K+].[K+],CS(C)=O.Cc1ccccc1,0.27
train10346,Clc1cccc(N2CCNCC2)c1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCN(c4cccc(Cl)c4)CC3)nc2c1,CCN(C(C)C)C(C)C,CN(C)C=O,0.89
train10347,c1ccc(N2CCNCC2)nc1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCN(c4ncccn4)CC3)nc2c1,CCN(C(C)C)C(C)C,CN(C)C=O,0.95
train10348,CN1CCCNCC1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCCN(C)CC3)nc2c1,CCN(C(C)C)C(C)C,CN(C)C=O,0.77
train10349,c1ccc(C2CCNCC2)cc1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCC(c4ccccc4)CC3)nc2c1,CCN(C(C)C)C(C)C,CN(C)C=O,0.49
train10350,CNCCc1ccccc1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N(C)CCc3ccccc3)nc2c1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.85
train10351,CC1CCCN1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCCC3C)nc2c1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.92
train10352,FC(F)(F)c1cccnc1C1CCNCC1,COC(=O)c1ccc2nc(-c3ccccc3)c(Br)nc2c1,COC(=O)c1ccc2nc(-c3ccccc3)c(N3CCC(c4ncccc4C(F)(F)F)CC3)nc2c1,O=C([O-])[O-].[K+].[K+],CN(C)C=O,0.87
train10353,O=c1[nH]c(-c2ccccc2)nn1C1CCNCC1,Cc1cc(C(=O)c2cc(Cl)ncn2)cc2oc(=O)[nH]c12,Cc1cc(C(=O)c2cc(N3CCC(n4nc(-c5ccccc5)[nH]c4=O)CC3)ncn2)cc2oc(=O)[nH]c12,CCN(C(C)C)C(C)C,CN(C)C=O,0.56
train10354,O=c1[nH]c(-c2ccccc2)nn1C1CCNCC1,Cc1cc(C(=O)c2cc(Cl)ncn2)cc2oc(=O)n(C)c12,Cc1cc(C(=O)c2cc(N3CCC(n4nc(-c5ccccc5)[nH]c4=O)CC3)ncn2)cc2oc(=O)n(C)c12,CCN(C(C)C)C(C)C,CN(C)C=O,0.77
train10355,O=c1[nH]c2ccccc2cc1C1CCNCC1,Cc1cc(C(=O)c2cc(Cl)ncn2)cc2oc(=O)n(C)c12,Cc1cc(C(=O)c2cc(N3CCC(c4cc5ccccc5[nH]c4=O)CC3)ncn2)cc2oc(=O)n(C)c12,CCN(C(C)C)C(C)C,CN(C)C=O,0.8
train10356,O=C1Nc2ccccc2CCN1C1CCNCC1,Cc1cc(C(=O)c2cc(Cl)ncn2)cc2oc(=O)n(C)c12,Cc1cc(C(=O)c2cc(N3CCC(N4CCc5ccccc5NC4=O)CC3)ncn2)cc2oc(=O)n(C)c12,CCN(C(C)C)C(C)C,CN(C)C=O,0.9
train10357,COc1ccc2c(c1)CCN(C1CCNCC1)C(=O)N2,Cc1cc(C(=O)c2cc(Cl)ncn2)cc2oc(=O)[nH]c12,COc1ccc2c(c1)CCN(C1CCN(c3cc(C(=O)c4cc(C)c5[nH]c(=O)oc5c4)ncn3)CC1)C(=O)N2,CCN(C(C)C)C(C)C,CN(C)C=O,0.51
